Year,Category,Name,Value,Source_File
2006,Watch,Hamilton_Khaki_Field,325,saat_verileri_son(1).csv
2006,Watch,Hublot_Big_Bang,8300,saat_verileri_son(1).csv
2006,Watch,IWC_Portugieser,6100,saat_verileri_son(1).csv
2006,Watch,Jaeger_LeCoultre_Reverso,4000,saat_verileri_son(1).csv
2006,Watch,Longines_Master_Collection,1650,saat_verileri_son(1).csv
2006,Watch,Nomos_Tangente,1200,saat_verileri_son(1).csv
2006,Watch,Omega_Seamaster_300,2300,saat_verileri_son(1).csv
2006,Watch,Omega_Speedmaster,2800,saat_verileri_son(1).csv
2006,Watch,Panerai_Luminor,4400,saat_verileri_son(1).csv
2006,Watch,Patek_Philippe_Calatrava,16200,saat_verileri_son(1).csv
2006,Watch,Patek_Philippe_Nautilus,18500,saat_verileri_son(1).csv
2006,Watch,Richard_Mille_RM011,80000,saat_verileri_son(1).csv
2006,Watch,Rolex_Datejust,4700,saat_verileri_son(1).csv
2006,Watch,Rolex_Daytona,7900,saat_verileri_son(1).csv
2006,Watch,Rolex_GMT_Master_II,4750,saat_verileri_son(1).csv
2006,Watch,Rolex_Submariner,4525,saat_verileri_son(1).csv
2006,Watch,Seiko_5_Sports,130,saat_verileri_son(1).csv
2006,Watch,Seiko_Prospex,375,saat_verileri_son(1).csv
2006,Watch,TAG_Heuer_Aquaracer,1550,saat_verileri_son(1).csv
2006,Watch,TAG_Heuer_Carrera,2400,saat_verileri_son(1).csv
2006,Watch,TAG_Heuer_Monaco,3500,saat_verileri_son(1).csv
2006,Watch,Tissot_Le_Locle,425,saat_verileri_son(1).csv
2006,Watch,Zenith_El_Primero,4700,saat_verileri_son(1).csv
2007,Finance,BIST100_USD,380,finance.csv
2007,Finance,Gold_USD,695,finance.csv
2007,Finance,Nasdaq_Index,2578,finance.csv
2007,Finance,S&P500_Index,1477,finance.csv
2007,Finance,US_CPI_Index,106.1,finance.csv
2007,Watch,Audemars_Piguet_RoyalOak,13800,saat_verileri_son(1).csv
2007,Watch,Breitling_Navitimer,4700,saat_verileri_son(1).csv
2007,Watch,Breitling_Superocean,2600,saat_verileri_son(1).csv
2007,Watch,Cartier_Santos,4200,saat_verileri_son(1).csv
2007,Watch,Cartier_Tank,2400,saat_verileri_son(1).csv
2007,Watch,Casio_G_Shock,50,saat_verileri_son(1).csv
2007,Watch,Hamilton_Khaki_Field,345,saat_verileri_son(1).csv
2007,Watch,Hublot_Big_Bang,8700,saat_verileri_son(1).csv
2007,Watch,IWC_Portugieser,6300,saat_verileri_son(1).csv
2007,Watch,Jaeger_LeCoultre_Reverso,4200,saat_verileri_son(1).csv
2007,Watch,Longines_HydroConquest,950,saat_verileri_son(1).csv
2007,Watch,Longines_Master_Collection,1750,saat_verileri_son(1).csv
2007,Watch,Nomos_Tangente,1300,saat_verileri_son(1).csv
2007,Watch,Omega_Seamaster_300,2500,saat_verileri_son(1).csv
2007,Watch,Omega_Speedmaster,3000,saat_verileri_son(1).csv
2007,Watch,Panerai_Luminor,4800,saat_verileri_son(1).csv
2007,Watch,Patek_Philippe_Calatrava,17000,saat_verileri_son(1).csv
2007,Watch,Patek_Philippe_Nautilus,20000,saat_verileri_son(1).csv
2007,Watch,Richard_Mille_RM011,85000,saat_verileri_son(1).csv
2007,Watch,Rolex_Datejust,5000,saat_verileri_son(1).csv
2007,Watch,Rolex_Daytona,9200,saat_verileri_son(1).csv
2007,Watch,Rolex_GMT_Master_II,5950,saat_verileri_son(1).csv
2007,Watch,Rolex_Submariner,5175,saat_verileri_son(1).csv
2007,Watch,Seiko_5_Sports,135,saat_verileri_son(1).csv
2007,Watch,Seiko_Prospex,400,saat_verileri_son(1).csv
2007,Watch,TAG_Heuer_Aquaracer,1650,saat_verileri_son(1).csv
2007,Watch,TAG_Heuer_Carrera,2600,saat_verileri_son(1).csv
2007,Watch,TAG_Heuer_Monaco,3800,saat_verileri_son(1).csv
2007,Watch,Tissot_Le_Locle,450,saat_verileri_son(1).csv
2007,Watch,Zenith_El_Primero,4900,saat_verileri_son(1).csv
2008,Finance,BIST100_USD,220,finance.csv
2008,Finance,Gold_USD,872,finance.csv
2008,Finance,Nasdaq_Index,2161,finance.csv
2008,Finance,S&P500_Index,1220,finance.csv
2008,Finance,US_CPI_Index,110.2,finance.csv
2008,Watch,Audemars_Piguet_RoyalOak,14500,saat_verileri_son(1).csv
2008,Watch,Breitling_Navitimer,4900,saat_verileri_son(1).csv
2008,Watch,Breitling_Superocean,2850,saat_verileri_son(1).csv
2008,Watch,Cartier_Santos,4400,saat_verileri_son(1).csv
2008,Watch,Cartier_Tank,2500,saat_verileri_son(1).csv
2008,Watch,Casio_G_Shock,50,saat_verileri_son(1).csv
2008,Watch,Hamilton_Khaki_Field,375,saat_verileri_son(1).csv
2008,Watch,Hublot_Big_Bang,9000,saat_verileri_son(1).csv
2008,Watch,IWC_Portugieser,6600,saat_verileri_son(1).csv
2008,Watch,Jaeger_LeCoultre_Reverso,4500,saat_verileri_son(1).csv
2008,Watch,Longines_HydroConquest,1050,saat_verileri_son(1).csv
2008,Watch,Longines_Master_Collection,1850,saat_verileri_son(1).csv
2008,Watch,Nomos_Tangente,1400,saat_verileri_son(1).csv
2008,Watch,Omega_Seamaster_300,2700,saat_verileri_son(1).csv
2008,Watch,Omega_Speedmaster,3200,saat_verileri_son(1).csv
2008,Watch,Panerai_Luminor,5100,saat_verileri_son(1).csv
2008,Watch,Patek_Philippe_Calatrava,17800,saat_verileri_son(1).csv
2008,Watch,Patek_Philippe_Nautilus,21500,saat_verileri_son(1).csv
2008,Watch,Richard_Mille_RM011,90000,saat_verileri_son(1).csv
2008,Watch,Rolex_Datejust,5400,saat_verileri_son(1).csv
2008,Watch,Rolex_Daytona,9900,saat_verileri_son(1).csv
2008,Watch,Rolex_GMT_Master_II,6825,saat_verileri_son(1).csv
2008,Watch,Rolex_Submariner,6000,saat_verileri_son(1).csv
2008,Watch,Seiko_5_Sports,140,saat_verileri_son(1).csv
2008,Watch,Seiko_Prospex,400,saat_verileri_son(1).csv
2008,Watch,TAG_Heuer_Aquaracer,1750,saat_verileri_son(1).csv
2008,Watch,TAG_Heuer_Carrera,2800,saat_verileri_son(1).csv
2008,Watch,TAG_Heuer_Monaco,4100,saat_verileri_son(1).csv
2008,Watch,Tissot_Le_Locle,450,saat_verileri_son(1).csv
2008,Watch,Zenith_El_Primero,5200,saat_verileri_son(1).csv
2009,Finance,BIST100_USD,240,finance.csv
2009,Finance,Gold_USD,972,finance.csv
2009,Finance,Nasdaq_Index,1845,finance.csv
2009,Finance,S&P500_Index,948,finance.csv
2009,Finance,US_CPI_Index,109.8,finance.csv
2009,Watch,Audemars_Piguet_RoyalOak,15400,saat_verileri_son(1).csv
2009,Watch,Breitling_Navitimer,5100,saat_verileri_son(1).csv
2009,Watch,Breitling_Superocean,3000,saat_verileri_son(1).csv
2009,Watch,Cartier_Santos,4500,saat_verileri_son(1).csv
2009,Watch,Cartier_Tank,2600,saat_verileri_son(1).csv
2009,Watch,Casio_G_Shock,50,saat_verileri_son(1).csv
2009,Watch,Hamilton_Khaki_Field,395,saat_verileri_son(1).csv
2009,Watch,Hublot_Big_Bang,9500,saat_verileri_son(1).csv
2009,Watch,IWC_Portugieser,6800,saat_verileri_son(1).csv
2009,Watch,Jaeger_LeCoultre_Reverso,4500,saat_verileri_son(1).csv
2009,Watch,Longines_HydroConquest,1050,saat_verileri_son(1).csv
2009,Watch,Longines_Master_Collection,1850,saat_verileri_son(1).csv
2009,Watch,Nomos_Tangente,1500,saat_verileri_son(1).csv
2009,Watch,Omega_Seamaster_300,2900,saat_verileri_son(1).csv
2009,Watch,Omega_Speedmaster,3400,saat_verileri_son(1).csv
2009,Watch,Panerai_Luminor,5400,saat_verileri_son(1).csv
2009,Watch,Patek_Philippe_Calatrava,18200,saat_verileri_son(1).csv
2009,Watch,Patek_Philippe_Nautilus,22800,saat_verileri_son(1).csv
2009,Watch,Richard_Mille_RM011,95000,saat_verileri_son(1).csv
2009,Watch,Rolex_Datejust,5800,saat_verileri_son(1).csv
2009,Watch,Rolex_Daytona,10400,saat_verileri_son(1).csv
2009,Watch,Rolex_GMT_Master_II,7000,saat_verileri_son(1).csv
2009,Watch,Rolex_Submariner,6375,saat_verileri_son(1).csv
2009,Watch,Seiko_5_Sports,150,saat_verileri_son(1).csv
2009,Watch,Seiko_Prospex,425,saat_verileri_son(1).csv
2009,Watch,TAG_Heuer_Aquaracer,1750,saat_verileri_son(1).csv
2009,Watch,TAG_Heuer_Carrera,2800,saat_verileri_son(1).csv
2009,Watch,TAG_Heuer_Monaco,4100,saat_verileri_son(1).csv
2009,Watch,Tissot_Le_Locle,475,saat_verileri_son(1).csv
2009,Watch,Zenith_El_Primero,5400,saat_verileri_son(1).csv
2010,Finance,BIST100_USD,450,finance.csv
2010,Finance,Gold_USD,1225,finance.csv
2010,Finance,Nasdaq_Index,2349,finance.csv
2010,Finance,S&P500_Index,1139,finance.csv
2010,Finance,US_CPI_Index,111.6,finance.csv
2010,Watch,Audemars_Piguet_RoyalOak,16200,saat_verileri_son(1).csv
2010,Watch,Breitling_Navitimer,5100,saat_verileri_son(1).csv
2010,Watch,Breitling_Superocean,3000,saat_verileri_son(1).csv
2010,Watch,Cartier_Santos,4500,saat_verileri_son(1).csv
2010,Watch,Cartier_Tank,2600,saat_verileri_son(1).csv
2010,Watch,Casio_G_Shock,55,saat_verileri_son(1).csv
2010,Watch,Grand_Seiko_Snowflake,5500,saat_verileri_son(1).csv
2010,Watch,Hamilton_Khaki_Field,395,saat_verileri_son(1).csv
2010,Watch,Hublot_Big_Bang,10000,saat_verileri_son(1).csv
2010,Watch,IWC_Portugieser,6800,saat_verileri_son(1).csv
2010,Watch,Jaeger_LeCoultre_Reverso,4800,saat_verileri_son(1).csv
2010,Watch,Longines_HydroConquest,1100,saat_verileri_son(1).csv
2010,Watch,Longines_Master_Collection,1900,saat_verileri_son(1).csv
2010,Watch,Nomos_Tangente,1600,saat_verileri_son(1).csv
2010,Watch,Omega_Seamaster_300,3100,saat_verileri_son(1).csv
2010,Watch,Omega_Speedmaster,3500,saat_verileri_son(1).csv
2010,Watch,Panerai_Luminor,5400,saat_verileri_son(1).csv
2010,Watch,Patek_Philippe_Calatrava,18200,saat_verileri_son(1).csv
2010,Watch,Patek_Philippe_Nautilus,23700,saat_verileri_son(1).csv
2010,Watch,Richard_Mille_RM011,98000,saat_verileri_son(1).csv
2010,Watch,Rolex_Datejust,6300,saat_verileri_son(1).csv
2010,Watch,Rolex_Daytona,10400,saat_verileri_son(1).csv
2010,Watch,Rolex_GMT_Master_II,7300,saat_verileri_son(1).csv
2010,Watch,Rolex_Submariner,7375,saat_verileri_son(1).csv
2010,Watch,Seiko_5_Sports,150,saat_verileri_son(1).csv
2010,Watch,Seiko_Prospex,425,saat_verileri_son(1).csv
2010,Watch,TAG_Heuer_Aquaracer,1850,saat_verileri_son(1).csv
2010,Watch,TAG_Heuer_Carrera,2900,saat_verileri_son(1).csv
2010,Watch,TAG_Heuer_Monaco,4300,saat_verileri_son(1).csv
2010,Watch,Tissot_Le_Locle,495,saat_verileri_son(1).csv
2010,Watch,Zenith_El_Primero,5400,saat_verileri_son(1).csv
2011,Finance,BIST100_USD,320,finance.csv
2011,Finance,Gold_USD,1572,finance.csv
2011,Finance,Nasdaq_Index,2677,finance.csv
2011,Finance,S&P500_Index,1267,finance.csv
2011,Finance,US_CPI_Index,115.1,finance.csv
2011,Watch,Audemars_Piguet_RoyalOak,16900,saat_verileri_son(1).csv
2011,Watch,Breitling_Navitimer,5400,saat_verileri_son(1).csv
2011,Watch,Breitling_Superocean,3300,saat_verileri_son(1).csv
2011,Watch,Cartier_Santos,4700,saat_verileri_son(1).csv
2011,Watch,Cartier_Tank,2800,saat_verileri_son(1).csv
2011,Watch,Casio_G_Shock,55,saat_verileri_son(1).csv
2011,Watch,Grand_Seiko_Snowflake,5800,saat_verileri_son(1).csv
2011,Watch,Hamilton_Khaki_Field,425,saat_verileri_son(1).csv
2011,Watch,Hublot_Big_Bang,10400,saat_verileri_son(1).csv
2011,Watch,IWC_Portugieser,7100,saat_verileri_son(1).csv
2011,Watch,Jaeger_LeCoultre_Reverso,5200,saat_verileri_son(1).csv
2011,Watch,Longines_HydroConquest,1150,saat_verileri_son(1).csv
2011,Watch,Longines_Master_Collection,2000,saat_verileri_son(1).csv
2011,Watch,Nomos_Tangente,1650,saat_verileri_son(1).csv
2011,Watch,Omega_Seamaster_300,3400,saat_verileri_son(1).csv
2011,Watch,Omega_Speedmaster,3700,saat_verileri_son(1).csv
2011,Watch,Oris_Aquis,1450,saat_verileri_son(1).csv
2011,Watch,Panerai_Luminor,5900,saat_verileri_son(1).csv
2011,Watch,Patek_Philippe_Calatrava,19000,saat_verileri_son(1).csv
2011,Watch,Patek_Philippe_Nautilus,24800,saat_verileri_son(1).csv
2011,Watch,Richard_Mille_RM011,105000,saat_verileri_son(1).csv
2011,Watch,Rolex_Datejust,6500,saat_verileri_son(1).csv
2011,Watch,Rolex_Daytona,11250,saat_verileri_son(1).csv
2011,Watch,Rolex_GMT_Master_II,7900,saat_verileri_son(1).csv
2011,Watch,Rolex_Submariner,7800,saat_verileri_son(1).csv
2011,Watch,Seiko_5_Sports,160,saat_verileri_son(1).csv
2011,Watch,Seiko_Prospex,425,saat_verileri_son(1).csv
2011,Watch,TAG_Heuer_Aquaracer,2000,saat_verileri_son(1).csv
2011,Watch,TAG_Heuer_Carrera,3100,saat_verileri_son(1).csv
2011,Watch,TAG_Heuer_Monaco,4500,saat_verileri_son(1).csv
2011,Watch,Tissot_Le_Locle,525,saat_verileri_son(1).csv
2011,Watch,Zenith_El_Primero,5700,saat_verileri_son(1).csv
2012,Finance,BIST100_USD,360,finance.csv
2012,Finance,Gold_USD,1669,finance.csv
2012,Finance,Nasdaq_Index,2965,finance.csv
2012,Finance,S&P500_Index,1379,finance.csv
2012,Finance,US_CPI_Index,117.5,finance.csv
2012,Watch,Audemars_Piguet_RoyalOak,17800,saat_verileri_son(1).csv
2012,Watch,Breitling_Navitimer,5800,saat_verileri_son(1).csv
2012,Watch,Breitling_Superocean,3450,saat_verileri_son(1).csv
2012,Watch,Cartier_Santos,4900,saat_verileri_son(1).csv
2012,Watch,Cartier_Tank,2900,saat_verileri_son(1).csv
2012,Watch,Casio_G_Shock,60,saat_verileri_son(1).csv
2012,Watch,Grand_Seiko_Snowflake,5800,saat_verileri_son(1).csv
2012,Watch,Hamilton_Khaki_Field,445,saat_verileri_son(1).csv
2012,Watch,Hublot_Big_Bang,10800,saat_verileri_son(1).csv
2012,Watch,IWC_Portugieser,7400,saat_verileri_son(1).csv
2012,Watch,Jaeger_LeCoultre_Reverso,5600,saat_verileri_son(1).csv
2012,Watch,Longines_HydroConquest,1200,saat_verileri_son(1).csv
2012,Watch,Longines_Master_Collection,2100,saat_verileri_son(1).csv
2012,Watch,Nomos_Tangente,1750,saat_verileri_son(1).csv
2012,Watch,Omega_Seamaster_300,3600,saat_verileri_son(1).csv
2012,Watch,Omega_Speedmaster,4000,saat_verileri_son(1).csv
2012,Watch,Oris_Aquis,1550,saat_verileri_son(1).csv
2012,Watch,Panerai_Luminor,6300,saat_verileri_son(1).csv
2012,Watch,Patek_Philippe_Calatrava,19500,saat_verileri_son(1).csv
2012,Watch,Patek_Philippe_Nautilus,26700,saat_verileri_son(1).csv
2012,Watch,Richard_Mille_RM011,110000,saat_verileri_son(1).csv
2012,Watch,Rolex_Datejust,6700,saat_verileri_son(1).csv
2012,Watch,Rolex_Daytona,12000,saat_verileri_son(1).csv
2012,Watch,Rolex_GMT_Master_II,8450,saat_verileri_son(1).csv
2012,Watch,Rolex_Submariner,8550,saat_verileri_son(1).csv
2012,Watch,Seiko_5_Sports,175,saat_verileri_son(1).csv
2012,Watch,Seiko_Prospex,450,saat_verileri_son(1).csv
2012,Watch,TAG_Heuer_Aquaracer,2100,saat_verileri_son(1).csv
2012,Watch,TAG_Heuer_Carrera,3200,saat_verileri_son(1).csv
2012,Watch,TAG_Heuer_Monaco,4500,saat_verileri_son(1).csv
2012,Watch,Tissot_Le_Locle,550,saat_verileri_son(1).csv
2012,Watch,Tudor_Black_Bay,3250,saat_verileri_son(1).csv
2012,Watch,Tudor_Pelagos,3950,saat_verileri_son(1).csv
2012,Watch,Zenith_El_Primero,6000,saat_verileri_son(1).csv
2013,Finance,BIST100_USD,480,finance.csv
2013,Finance,Gold_USD,1411,finance.csv
2013,Finance,Nasdaq_Index,3541,finance.csv
2013,Finance,S&P500_Index,1643,finance.csv
2013,Finance,US_CPI_Index,119.2,finance.csv
2013,Watch,Audemars_Piguet_RoyalOak,18500,saat_verileri_son(1).csv
2013,Watch,Breitling_Navitimer,5800,saat_verileri_son(1).csv
2013,Watch,Breitling_Superocean,3450,saat_verileri_son(1).csv
2013,Watch,Cartier_Santos,4900,saat_verileri_son(1).csv
2013,Watch,Cartier_Tank,2900,saat_verileri_son(1).csv
2013,Watch,Casio_G_Shock,60,saat_verileri_son(1).csv
2013,Watch,Grand_Seiko_Snowflake,5800,saat_verileri_son(1).csv
2013,Watch,Hamilton_Khaki_Field,475,saat_verileri_son(1).csv
2013,Watch,Hublot_Big_Bang,11400,saat_verileri_son(1).csv
2013,Watch,IWC_Portugieser,7400,saat_verileri_son(1).csv
2013,Watch,Jaeger_LeCoultre_Reverso,5600,saat_verileri_son(1).csv
2013,Watch,Longines_HydroConquest,1250,saat_verileri_son(1).csv
2013,Watch,Longines_Master_Collection,2100,saat_verileri_son(1).csv
2013,Watch,Nomos_Tangente,1850,saat_verileri_son(1).csv
2013,Watch,Omega_Seamaster_300,3800,saat_verileri_son(1).csv
2013,Watch,Omega_Speedmaster,4200,saat_verileri_son(1).csv
2013,Watch,Oris_Aquis,1650,saat_verileri_son(1).csv
2013,Watch,Panerai_Luminor,6300,saat_verileri_son(1).csv
2013,Watch,Patek_Philippe_Calatrava,19500,saat_verileri_son(1).csv
2013,Watch,Patek_Philippe_Nautilus,28500,saat_verileri_son(1).csv
2013,Watch,Richard_Mille_RM011,115000,saat_verileri_son(1).csv
2013,Watch,Rolex_Datejust,6700,saat_verileri_son(1).csv
2013,Watch,Rolex_Daytona,12000,saat_verileri_son(1).csv
2013,Watch,Rolex_GMT_Master_II,8450,saat_verileri_son(1).csv
2013,Watch,Rolex_Submariner,8550,saat_verileri_son(1).csv
2013,Watch,Seiko_5_Sports,180,saat_verileri_son(1).csv
2013,Watch,Seiko_Prospex,450,saat_verileri_son(1).csv
2013,Watch,TAG_Heuer_Aquaracer,2200,saat_verileri_son(1).csv
2013,Watch,TAG_Heuer_Carrera,3200,saat_verileri_son(1).csv
2013,Watch,TAG_Heuer_Monaco,4800,saat_verileri_son(1).csv
2013,Watch,Tissot_Le_Locle,550,saat_verileri_son(1).csv
2013,Watch,Tudor_Black_Bay,3250,saat_verileri_son(1).csv
2013,Watch,Tudor_Pelagos,4125,saat_verileri_son(1).csv
2013,Watch,Zenith_El_Primero,6300,saat_verileri_son(1).csv
2014,Finance,BIST100_USD,380,finance.csv
2014,Finance,Gold_USD,1266,finance.csv
2014,Finance,Nasdaq_Index,4375,finance.csv
2014,Finance,S&P500_Index,1931,finance.csv
2014,Finance,US_CPI_Index,121.1,finance.csv
2014,Watch,Audemars_Piguet_RoyalOak,19200,saat_verileri_son(1).csv
2014,Watch,Breitling_Navitimer,5800,saat_verileri_son(1).csv
2014,Watch,Breitling_Superocean,3450,saat_verileri_son(1).csv
2014,Watch,Cartier_Santos,4900,saat_verileri_son(1).csv
2014,Watch,Cartier_Tank,2900,saat_verileri_son(1).csv
2014,Watch,Casio_G_Shock,65,saat_verileri_son(1).csv
2014,Watch,Grand_Seiko_Snowflake,5800,saat_verileri_son(1).csv
2014,Watch,Hamilton_Khaki_Field,475,saat_verileri_son(1).csv
2014,Watch,Hublot_Big_Bang,12000,saat_verileri_son(1).csv
2014,Watch,IWC_Portugieser,7400,saat_verileri_son(1).csv
2014,Watch,Jaeger_LeCoultre_Reverso,5600,saat_verileri_son(1).csv
2014,Watch,Longines_HydroConquest,1275,saat_verileri_son(1).csv
2014,Watch,Longines_Master_Collection,2200,saat_verileri_son(1).csv
2014,Watch,Nomos_Tangente,1900,saat_verileri_son(1).csv
2014,Watch,Omega_Seamaster_300,4000,saat_verileri_son(1).csv
2014,Watch,Omega_Speedmaster,4400,saat_verileri_son(1).csv
2014,Watch,Oris_Aquis,1750,saat_verileri_son(1).csv
2014,Watch,Panerai_Luminor,6300,saat_verileri_son(1).csv
2014,Watch,Patek_Philippe_Calatrava,19500,saat_verileri_son(1).csv
2014,Watch,Patek_Philippe_Nautilus,29800,saat_verileri_son(1).csv
2014,Watch,Richard_Mille_RM011,120000,saat_verileri_son(1).csv
2014,Watch,Rolex_Datejust,6700,saat_verileri_son(1).csv
2014,Watch,Rolex_Daytona,12000,saat_verileri_son(1).csv
2014,Watch,Rolex_GMT_Master_II,8450,saat_verileri_son(1).csv
2014,Watch,Rolex_Submariner,8550,saat_verileri_son(1).csv
2014,Watch,Seiko_5_Sports,185,saat_verileri_son(1).csv
2014,Watch,Seiko_Prospex,475,saat_verileri_son(1).csv
2014,Watch,TAG_Heuer_Aquaracer,2300,saat_verileri_son(1).csv
2014,Watch,TAG_Heuer_Carrera,3400,saat_verileri_son(1).csv
2014,Watch,TAG_Heuer_Monaco,5200,saat_verileri_son(1).csv
2014,Watch,Tissot_Le_Locle,575,saat_verileri_son(1).csv
2014,Watch,Tudor_Black_Bay,3400,saat_verileri_son(1).csv
2014,Watch,Tudor_Pelagos,4125,saat_verileri_son(1).csv
2014,Watch,Zenith_El_Primero,6700,saat_verileri_son(1).csv
2015,Finance,BIST100_USD,300,finance.csv
2015,Finance,Gold_USD,1160,finance.csv
2015,Finance,Nasdaq_Index,4945,finance.csv
2015,Finance,S&P500_Index,2061,finance.csv
2015,Finance,US_CPI_Index,121.3,finance.csv
2015,Watch,Audemars_Piguet_RoyalOak,19200,saat_verileri_son(1).csv
2015,Watch,Breitling_Navitimer,6200,saat_verileri_son(1).csv
2015,Watch,Breitling_Superocean,3600,saat_verileri_son(1).csv
2015,Watch,Cartier_Santos,5200,saat_verileri_son(1).csv
2015,Watch,Cartier_Tank,3100,saat_verileri_son(1).csv
2015,Watch,Casio_G_Shock,65,saat_verileri_son(1).csv
2015,Watch,Grand_Seiko_Snowflake,5800,saat_verileri_son(1).csv
2015,Watch,Hamilton_Khaki_Field,495,saat_verileri_son(1).csv
2015,Watch,Hublot_Big_Bang,12500,saat_verileri_son(1).csv
2015,Watch,IWC_Portugieser,7600,saat_verileri_son(1).csv
2015,Watch,Jaeger_LeCoultre_Reverso,5900,saat_verileri_son(1).csv
2015,Watch,Longines_HydroConquest,1275,saat_verileri_son(1).csv
2015,Watch,Longines_Master_Collection,2300,saat_verileri_son(1).csv
2015,Watch,Nomos_Tangente,1900,saat_verileri_son(1).csv
2015,Watch,Omega_Seamaster_300,4200,saat_verileri_son(1).csv
2015,Watch,Omega_Speedmaster,4500,saat_verileri_son(1).csv
2015,Watch,Oris_Aquis,1850,saat_verileri_son(1).csv
2015,Watch,Panerai_Luminor,6600,saat_verileri_son(1).csv
2015,Watch,Patek_Philippe_Calatrava,20500,saat_verileri_son(1).csv
2015,Watch,Patek_Philippe_Nautilus,30000,saat_verileri_son(1).csv
2015,Watch,Richard_Mille_RM011,125000,saat_verileri_son(1).csv
2015,Watch,Rolex_Datejust,6700,saat_verileri_son(1).csv
2015,Watch,Rolex_Daytona,12000,saat_verileri_son(1).csv
2015,Watch,Rolex_GMT_Master_II,8450,saat_verileri_son(1).csv
2015,Watch,Rolex_Submariner,8550,saat_verileri_son(1).csv
2015,Watch,Seiko_5_Sports,195,saat_verileri_son(1).csv
2015,Watch,Seiko_Prospex,475,saat_verileri_son(1).csv
2015,Watch,TAG_Heuer_Aquaracer,2400,saat_verileri_son(1).csv
2015,Watch,TAG_Heuer_Carrera,3500,saat_verileri_son(1).csv
2015,Watch,TAG_Heuer_Monaco,5200,saat_verileri_son(1).csv
2015,Watch,Tissot_Le_Locle,595,saat_verileri_son(1).csv
2015,Watch,Tudor_Black_Bay,3425,saat_verileri_son(1).csv
2015,Watch,Tudor_Pelagos,4400,saat_verileri_son(1).csv
2015,Watch,Zenith_El_Primero,6700,saat_verileri_son(1).csv
2016,Finance,BIST100_USD,260,finance.csv
2016,Finance,Gold_USD,1248,finance.csv
2016,Finance,Nasdaq_Index,4987,finance.csv
2016,Finance,S&P500_Index,2094,finance.csv
2016,Finance,US_CPI_Index,122.8,finance.csv
2016,Watch,Audemars_Piguet_RoyalOak,17800,saat_verileri_son(1).csv
2016,Watch,Breitling_Navitimer,6200,saat_verileri_son(1).csv
